onet_code,skill_clean,importance,skill,source
29-1222.00,mediware information systems hcll transfusion,3.0,Mediware Information Systems HCLL Transfusion,tech
29-1222.00,mediware information systems lifetrak,3.0,Mediware Information Systems LifeTrak,tech
29-1222.00,microsoft access,3.0,Microsoft Access,tech
29-1222.00,microsoft excel,3.0,Microsoft Excel,tech
29-1222.00,microsoft office software,3.0,Microsoft Office software,tech
29-1222.00,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
29-1222.00,monitoring,3.5,Monitoring,skill
29-1222.00,multidata computer systems multitech,3.0,Multidata Computer Systems MultiTech,tech
29-1222.00,negotiation,3.0,Negotiation,skill
29-1222.00,netlims autoap,3.0,NeTLIMS AutoAP,tech
29-1222.00,netlims autofusion,3.0,NeTLIMS AutoFusion,tech
29-1222.00,netlims autolims core lab,3.0,NeTLIMS AutoLIMS Core Lab,tech
29-1222.00,netsoft intellipath,3.0,NetSoft IntelliPath,tech
29-1222.00,niceware international labelclinic ct,3.0,Niceware International LabelClinic CT,tech
29-1222.00,novovision novopath,3.0,Novovision NovoPath,tech
29-1222.00,omnitech omnilab,3.0,Omnitech OMNILAB,tech
29-1222.00,orchard software orchard harvest lis,3.0,Orchard Software Orchard Harvest LIS,tech
29-1222.00,orchard software orchard pathology,3.0,Orchard Software Orchard Pathology,tech
29-1222.00,pathlogix,3.0,PathLogix,tech
29-1222.00,pathview systems progeny,3.0,PathView Systems Progeny,tech
29-1222.00,personnel and human resources,2.67,Personnel and Human Resources,knowledge
29-1222.00,persuasion,3.0,Persuasion,skill
29-1222.00,psyche systems labweb,3.0,Psyche Systems LabWeb,tech
29-1222.00,psyche systems systematic blood bank,3.0,Psyche Systems Systematic Blood Bank,tech
29-1222.00,psyche systems windopath,3.0,Psyche Systems WindoPath,tech
29-1222.00,quality control analysis,2.75,Quality Control Analysis,skill
29-1222.00,quality software systems labhealth,3.0,Quality Software Systems LabHealth,tech
29-1222.00,reading comprehension,4.25,Reading Comprehension,skill
29-1222.00,sap software,3.0,SAP software,tech
29-1222.00,scc soft computer softa/r,3.0,SCC Soft Computer SoftA/R,tech
29-1222.00,scc soft computer softbank,3.0,SCC Soft Computer SoftBank,tech
29-1222.00,scc soft computer softdonor,3.0,SCC Soft Computer SoftDonor,tech
29-1222.00,scc soft computer softlab,3.0,SCC Soft Computer SoftLab,tech
29-1222.00,scc soft computer softpath,3.0,SCC Soft Computer SoftPath,tech
29-1222.00,schuyler house schuylab,3.0,Schuyler House SchuyLab,tech
29-1222.00,science,4.0,Science,skill
29-1222.00,seacoast laboratory data systems surroundlab ar,3.0,Seacoast Laboratory Data Systems SurroundLab AR,tech
29-1222.00,seacoast laboratory data systems surroundlab plus,3.0,Seacoast Laboratory Data Systems SurroundLab Plus,tech
29-1222.00,service orientation,3.0,Service Orientation,skill
29-1222.00,siemens novius lab,3.0,Siemens NOVIUS Lab,tech
29-1222.00,siemens patient identification check,3.0,Siemens Patient Identification Check,tech
29-1222.00,small business computers of new england ap easy,3.0,Small Business Computers of New England AP Easy,tech
29-1222.00,social perceptiveness,3.12,Social Perceptiveness,skill
29-1222.00,speaking,3.88,Speaking,skill
29-1222.00,starlims,3.0,STARLIMS,tech
29-1222.00,sunquest information systems sunquest clinical financials,3.0,Sunquest Information Systems Sunquest Clinical Financials,tech
29-1222.00,sunquest information systems sunquest collection manager,3.0,Sunquest Information Systems Sunquest Collection Manager,tech
29-1222.00,sunquest information systems sunquest copathplus,3.0,Sunquest Information Systems Sunquest CoPathPlus,tech
29-1222.00,sunquest information systems sunquest laboratory,3.0,Sunquest Information Systems Sunquest Laboratory,tech
29-1222.00,sunquest information systems sunquest transfusion manager,3.0,Sunquest Information Systems Sunquest Transfusion Manager,tech
29-1222.00,systems analysis,3.0,Systems Analysis,skill
29-1222.00,systems evaluation,3.0,Systems Evaluation,skill
29-1222.00,telcor billing information system,3.0,TELCOR Billing Information System,tech
29-1222.00,time management,3.25,Time Management,skill
29-1222.00,webpathlab,3.0,WebPathLab,tech
29-1222.00,writing,4.12,Writing,skill
29-1222.00,wyndgate technologies eldorado donor,3.0,Wyndgate Technologies ElDorado Donor,tech
29-1222.00,wyndgate technologies safetrace,3.0,Wyndgate Technologies SafeTrace,tech
29-1222.00,xifin,3.0,XIFIN,tech
29-1223.00,active learning,4.0,Active Learning,skill
29-1223.00,active listening,4.62,Active Listening,skill
29-1223.00,adl data systems optimumclinicals electronic health record,3.0,ADL Data Systems OptimumClinicals Electronic Health Record,tech
29-1223.00,administration and management,3.23,Administration and Management,knowledge
29-1223.00,administrative,2.58,Administrative,knowledge
29-1223.00,advantage software psych advantage,3.0,Advantage Software Psych Advantage,tech
29-1223.00,allscripts sunrise,3.0,Allscripts Sunrise,tech
29-1223.00,biology,3.81,Biology,knowledge
29-1223.00,blumenthal software pbsw24,3.0,Blumenthal Software PBSW24,tech
29-1223.00,cerner profile,3.0,Cerner ProFile,tech
29-1223.00,chemistry,2.92,Chemistry,knowledge
29-1223.00,complex problem solving,3.88,Complex Problem Solving,skill
29-1223.00,computer assisted diagnostic interview cadi software,3.0,Computer Assisted Diagnostic Interview CADI software,tech
29-1223.00,computers and electronics,3.02,Computers and Electronics,knowledge
29-1223.00,coordination,3.88,Coordination,skill
29-1223.00,critical thinking,4.25,Critical Thinking,skill
29-1223.00,customer and personal service,3.66,Customer and Personal Service,knowledge
29-1223.00,eclinicalworks ehr software,3.0,eClinicalWorks EHR software,tech
29-1223.00,education and training,3.67,Education and Training,knowledge
29-1223.00,electronic medical record emr software,3.0,Electronic medical record EMR software,tech
29-1223.00,english language,4.27,English Language,knowledge
29-1223.00,epic epiccare inpatient clinical system,3.0,Epic EpicCare Inpatient Clinical System,tech
29-1223.00,epic systems,3.0,Epic Systems,tech
29-1223.00,fifthwalk billingtracker pro,3.0,FifthWalk BillingTracker Pro,tech
29-1223.00,ge healthcare centricity emr,3.0,GE Healthcare Centricity EMR,tech
29-1223.00,icanotes,3.0,ICANotes,tech
29-1223.00,instructing,3.5,Instructing,skill
29-1223.00,integrated systems management omnimd,3.0,Integrated Systems Management OmniMD,tech
29-1223.00,judgment and decision making,4.12,Judgment and Decision Making,skill
29-1223.00,law and government,2.8,Law and Government,knowledge
29-1223.00,learning strategies,3.75,Learning Strategies,skill
29-1223.00,management of personnel resources,2.75,Management of Personnel Resources,skill
29-1223.00,mathematics,2.61,Mathematics,skill
29-1223.00,mdofficemanager medivoxx,3.0,MDofficeManager MediVoxx,tech
29-1223.00,medicine and dentistry,4.75,Medicine and Dentistry,knowledge
29-1223.00,meditech behavioral health clinicals,3.0,MEDITECH Behavioral Health Clinicals,tech
29-1223.00,meditech software,3.0,MEDITECH software,tech
29-1223.00,microsoft excel,3.0,Microsoft Excel,tech
29-1223.00,microsoft office software,3.0,Microsoft Office software,tech
29-1223.00,microsoft outlook,3.0,Microsoft Outlook,tech
29-1223.00,microsoft word,3.0,Microsoft Word,tech
29-1223.00,monitoring,4.0,Monitoring,skill
29-1223.00,negotiation,3.25,Negotiation,skill
29-1223.00,netsmart technologies avatar clinical workstation cws,3.0,Netsmart Technologies Avatar Clinical Workstation CWS,tech
29-1223.00,operations analysis,3.25,Operations Analysis,skill
29-1223.00,persuasion,3.5,Persuasion,skill
29-1223.00,philosophy and theology,3.04,Philosophy and Theology,knowledge
29-1223.00,practice management software pms,3.0,Practice management software PMS,tech
29-1223.00,psychiatric assessment software,3.0,Psychiatric assessment software,tech
29-1223.00,psychiatric information databases,3.0,Psychiatric information databases,tech
29-1223.00,psychology,4.9,Psychology,knowledge
29-1223.00,public safety and security,2.66,Public Safety and Security,knowledge
29-1223.00,reading comprehension,4.12,Reading Comprehension,skill
29-1223.00,science,3.88,Science,skill
29-1223.00,service orientation,3.88,Service Orientation,skill
29-1223.00,sigmund software sigmund enterprise management,3.0,Sigmund Software Sigmund Enterprise Management,tech
29-1223.00,social perceptiveness,4.5,Social Perceptiveness,skill
29-1223.00,sociology and anthropology,3.53,Sociology and Anthropology,knowledge
29-1223.00,softpsych psychiatric diagnosis,3.0,SoftPsych Psychiatric Diagnosis,tech
29-1223.00,speaking,4.25,Speaking,skill
29-1223.00,systems analysis,3.25,Systems Analysis,skill
29-1223.00,systems evaluation,3.25,Systems Evaluation,skill
29-1223.00,texas medical software springcharts emr,3.0,Texas Medical Software SpringCharts EMR,tech
29-1223.00,therapy and counseling,4.94,Therapy and Counseling,knowledge
29-1223.00,time management,3.25,Time Management,skill
29-1223.00,unisoncare unicharts,3.0,UnisonCare UniCharts,tech
29-1223.00,virtual reality software,3.0,Virtual reality software,tech
29-1223.00,web browser software,3.0,Web browser software,tech
29-1223.00,writing,4.12,Writing,skill
29-1224.00,acom solutions rapid emr,3.0,ACOM Solutions RAPID EMR,tech
29-1224.00,active learning,3.88,Active Learning,skill
29-1224.00,active listening,4.25,Active Listening,skill
29-1224.00,administration and management,2.71,Administration and Management,knowledge
29-1224.00,administrative,2.61,Administrative,knowledge
29-1224.00,advanced data systems medicsris,3.0,Advanced Data Systems MedicsRis,tech
29-1224.00,allscripts pm,3.0,Allscripts PM,tech
29-1224.00,allscripts professional ehr,3.0,Allscripts Professional EHR,tech
29-1224.00,alteer office,3.0,Alteer Office,tech
29-1224.00,athenahealth athenacollector,3.0,athenahealth athenaCollector,tech
29-1224.00,automatic data processing advancedmd ehr,3.0,Automatic Data Processing AdvancedMD EHR,tech
29-1224.00,avreo radiology workflow solutions,3.0,Avreo Radiology Workflow Solutions,tech
29-1224.00,benchmark systems benchmark clinical ehr,3.0,Benchmark Systems Benchmark Clinical EHR,tech
29-1224.00,biology,4.5,Biology,knowledge
29-1224.00,bizmatics prognocis emr,3.0,Bizmatics PrognoCIS EMR,tech
29-1224.00,carecloud central,3.0,CareCloud Central,tech
29-1224.00,cerner powerworks practice management,3.0,Cerner PowerWorks Practice Management,tech
29-1224.00,communications and media,2.86,Communications and Media,knowledge
29-1224.00,complex problem solving,4.0,Complex Problem Solving,skill
29-1224.00,computer aided image analysis software,3.0,Computer aided image analysis software,tech
29-1224.00,computers and electronics,3.88,Computers and Electronics,knowledge
29-1224.00,coordination,3.25,Coordination,skill
29-1224.00,critical thinking,4.12,Critical Thinking,skill
29-1224.00,customer and personal service,3.64,Customer and Personal Service,knowledge
29-1224.00,digital image processing software,3.0,Digital image processing software,tech
29-1224.00,digital imaging communications in medicine dicom medical imaging software,3.0,Digital Imaging Communications in Medicine DICOM medical imaging software,tech
29-1224.00,eclinicalworks ehr software,3.0,eClinicalWorks EHR software,tech
29-1224.00,education and training,3.7,Education and Training,knowledge
29-1224.00,email software,3.0,Email software,tech
29-1224.00,engineering and technology,2.68,Engineering and Technology,knowledge
29-1224.00,english language,4.3,English Language,knowledge
29-1224.00,epic practice management,3.0,Epic Practice Management,tech
29-1224.00,epic systems,3.0,Epic Systems,tech
29-1224.00,fujifilm synapse,3.0,Fujifilm Synapse,tech
29-1224.00,galactek eclipse,3.0,GalacTek ECLIPSE,tech
29-1224.00,ge healthcare centricity emr,3.0,GE Healthcare Centricity EMR,tech
29-1224.00,ge healthcare centricity practice solution,3.0,GE Healthcare Centricity Practice Solution,tech
29-1224.00,ge healthcare viewpoint for radiology,3.0,GE Healthcare ViewPoint for Radiology,tech
29-1224.00,greenway medical technologies primesuite,3.0,Greenway Medical Technologies PrimeSUITE,tech
29-1224.00,healthfusion meditouch,3.0,HealthFusion MediTouch,tech
29-1224.00,hosted pacs solutions,3.0,Hosted PACS Solutions,tech
29-1224.00,infinite radiology opal-rad,3.0,Infinite Radiology Opal-RAD,tech
29-1224.00,instructing,3.38,Instructing,skill
29-1224.00,ios health systems medios ehr,3.0,IOS Health Systems Medios EHR,tech
29-1224.00,judgment and decision making,4.12,Judgment and Decision Making,skill
29-1224.00,kareo practice management,3.0,Kareo Practice Management,tech
29-1224.00,law and government,2.67,Law and Government,knowledge
29-1224.00,learning strategies,3.25,Learning Strategies,skill
29-1224.00,management of personnel resources,3.0,Management of Personnel Resources,skill
29-1224.00,maplewood software staffready,3.0,Maplewood Software StaffReady,tech
29-1224.00,mathematics,2.88,Mathematics,skill
29-1224.00,mckesson practice plus,3.0,McKesson Practice Plus,tech
29-1224.00,mckesson radiology manager,3.0,McKesson Radiology Manager,tech
29-1224.00,medicine and dentistry,4.67,Medicine and Dentistry,knowledge
29-1224.00,meditech software,3.0,MEDITECH software,tech
29-1224.00,medq q/ris,3.0,medQ Q/ris,tech
29-1224.00,merge healthcare merge ris,3.0,Merge Healthcare Merge RIS,tech
29-1224.00,microsoft excel,3.0,Microsoft Excel,tech
29-1224.00,microsoft word,3.0,Microsoft Word,tech
29-1224.00,mim software mimcardiac,3.0,MIM Software MIMcardiac,tech
29-1224.00,mim software mimfusion,3.0,MIM Software MIMfusion,tech
29-1224.00,mim software mimneuro,3.0,MIM Software MIMneuro,tech
29-1224.00,modernizing medicine practice management,3.0,Modernizing Medicine Practice Management,tech
29-1224.00,monitoring,4.0,Monitoring,skill
29-1224.00,motion correction software,3.0,Motion correction software,tech
29-1224.00,mplexus dicom radix,3.0,mPlexus DICOM RadiX,tech
29-1224.00,negotiation,2.75,Negotiation,skill
29-1224.00,nextgen healthcare information systems emr,3.0,NextGen Healthcare Information Systems EMR,tech
29-1224.00,nextgen healthcare nextgen practice management,3.0,NextGen Healthcare NextGen Practice Management,tech
29-1224.00,operation and control,2.88,Operation and Control,skill
29-1224.00,operations monitoring,3.12,Operations Monitoring,skill
29-1224.00,patient electronic medical record emr software,3.0,Patient electronic medical record EMR software,tech
29-1224.00,patient management software,3.0,Patient management software,tech
29-1224.00,persuasion,2.88,Persuasion,skill
29-1224.00,physics,3.32,Physics,knowledge
29-1224.00,public safety and security,2.91,Public Safety and Security,knowledge
29-1224.00,quality control analysis,3.12,Quality Control Analysis,skill
29-1224.00,radiopharmacy inventory databases,3.0,Radiopharmacy inventory databases,tech
29-1224.00,ramsoft powerserver ris/pacs,3.0,RamSoft PowerServer RIS/PACS,tech
29-1224.00,reading comprehension,4.25,Reading Comprehension,skill
29-1224.00,scheduling software,3.0,Scheduling software,tech
29-1224.00,science,3.75,Science,skill
29-1224.00,service orientation,3.62,Service Orientation,skill
29-1224.00,simplifymd,3.0,simplifyMD,tech
29-1224.00,soapware emr,3.0,SOAPware EMR,tech
29-1224.00,social perceptiveness,4.0,Social Perceptiveness,skill
29-1224.00,speaking,4.25,Speaking,skill
29-1224.00,systems analysis,3.0,Systems Analysis,skill
29-1224.00,systems evaluation,3.0,Systems Evaluation,skill
29-1224.00,time management,3.5,Time Management,skill
29-1224.00,vitera healthcare solutions vitera intergy,3.0,Vitera Healthcare Solutions Vitera Intergy,tech
29-1224.00,voice recognition software,3.0,Voice recognition software,tech
29-1224.00,web browser software,3.0,Web browser software,tech
29-1224.00,writing,4.12,Writing,skill
29-1224.00,wrshealth emr,3.0,WRSHealth EMR,tech
29-1229.01,active learning,4.0,Active Learning,skill
29-1229.01,active listening,4.12,Active Listening,skill
29-1229.01,administration and management,3.63,Administration and Management,knowledge
29-1229.01,administrative,3.16,Administrative,knowledge
29-1229.01,allscripts pm,3.0,Allscripts PM,tech
29-1229.01,athenahealth athenacollector,3.0,athenahealth athenaCollector,tech
29-1229.01,automatic data processing advancedmd ehr,3.0,Automatic Data Processing AdvancedMD EHR,tech
29-1229.01,benchmark systems benchmark clinical ehr,3.0,Benchmark Systems Benchmark Clinical EHR,tech
29-1229.01,biology,4.02,Biology,knowledge
29-1229.01,bizmatics prognocis emr,3.0,Bizmatics PrognoCIS EMR,tech
29-1229.01,carecloud central,3.0,CareCloud Central,tech
29-1229.01,cerner powerworks practice management,3.0,Cerner PowerWorks Practice Management,tech
29-1229.01,chemistry,3.19,Chemistry,knowledge
29-1229.01,complex problem solving,4.0,Complex Problem Solving,skill
29-1229.01,computers and electronics,3.86,Computers and Electronics,knowledge
29-1229.01,coordination,3.0,Coordination,skill
29-1229.01,critical thinking,4.12,Critical Thinking,skill
29-1229.01,crowell systems medformix,3.0,Crowell Systems Medformix,tech
29-1229.01,customer and personal service,4.38,Customer and Personal Service,knowledge
29-1229.01,eclinicalworks ehr software,3.0,eClinicalWorks EHR software,tech
29-1229.01,economics and accounting,2.76,Economics and Accounting,knowledge
29-1229.01,education and training,3.48,Education and Training,knowledge
29-1229.01,electronic medical records and electronic health records software ims for allergists,3.0,Electronic Medical Records and Electronic Health Records Software IMS for Allergists,tech
29-1229.01,email software,3.0,Email software,tech
29-1229.01,english language,4.41,English Language,knowledge
29-1229.01,epic practice management,3.0,Epic Practice Management,tech
29-1229.01,flowjo,3.0,FlowJo,tech
29-1229.01,galactek eclipse,3.0,GalacTek ECLIPSE,tech
29-1229.01,ge healthcare centricity practice solution,3.0,GE Healthcare Centricity Practice Solution,tech
29-1229.01,graphpad software graphpad prism,3.0,GraphPad Software GraphPad Prism,tech
29-1229.01,greenway medical technologies primesuite,3.0,Greenway Medical Technologies PrimeSUITE,tech
29-1229.01,healthfusion meditouch,3.0,HealthFusion MediTouch,tech
29-1229.01,instructing,3.5,Instructing,skill
29-1229.01,ios health systems medios ehr,3.0,IOS Health Systems Medios EHR,tech
29-1229.01,judgment and decision making,4.12,Judgment and Decision Making,skill
29-1229.01,kareo practice management,3.0,Kareo Practice Management,tech
29-1229.01,law and government,2.77,Law and Government,knowledge
29-1229.01,learning strategies,3.62,Learning Strategies,skill
29-1229.01,management of personnel resources,2.88,Management of Personnel Resources,skill
29-1229.01,mathematics,3.07,Mathematics,skill
29-1229.01,mckesson practice plus,3.0,McKesson Practice Plus,tech
29-1229.01,medicine and dentistry,4.82,Medicine and Dentistry,knowledge
29-1229.01,meditab software allergyehr,3.0,Meditab Software AllergyEHR,tech
29-1229.01,microscope imaging software,3.0,Microscope imaging software,tech
29-1229.01,microsoft excel,3.0,Microsoft Excel,tech
29-1229.01,microsoft office software,3.0,Microsoft Office software,tech
29-1229.01,microsoft outlook,3.0,Microsoft Outlook,tech
29-1229.01,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
29-1229.01,microsoft word,3.0,Microsoft Word,tech
29-1229.01,modernizing medicine practice management,3.0,Modernizing Medicine Practice Management,tech
29-1229.01,modulemd allergy module,3.0,ModuleMD Allergy Module,tech
29-1229.01,molecular devices softmax pro,3.0,Molecular Devices Softmax Pro,tech
29-1229.01,monitoring,4.0,Monitoring,skill
29-1229.01,mountainside software allergy lab,3.0,Mountainside Software Allergy Lab,tech
29-1229.01,negotiation,3.0,Negotiation,skill
29-1229.01,nextgen healthcare nextgen practice management,3.0,NextGen Healthcare NextGen Practice Management,tech
29-1229.01,patient management software,3.0,Patient management software,tech
29-1229.01,personnel and human resources,3.42,Personnel and Human Resources,knowledge
29-1229.01,persuasion,3.0,Persuasion,skill
29-1229.01,psychology,3.09,Psychology,knowledge
29-1229.01,reading comprehension,4.5,Reading Comprehension,skill
29-1229.01,rosch visionary systems visionary allergy tracker,3.0,Rosch Visionary Systems Visionary Allergy Tracker,tech
29-1229.01,sales and marketing,2.56,Sales and Marketing,knowledge
29-1229.01,science,3.88,Science,skill
29-1229.01,service orientation,3.75,Service Orientation,skill
29-1229.01,simplifymd,3.0,simplifyMD,tech
29-1229.01,social perceptiveness,3.75,Social Perceptiveness,skill
29-1229.01,sociology and anthropology,2.5,Sociology and Anthropology,knowledge
29-1229.01,speaking,4.0,Speaking,skill
29-1229.01,systems analysis,3.25,Systems Analysis,skill
29-1229.01,systems evaluation,3.12,Systems Evaluation,skill
29-1229.01,therapy and counseling,2.91,Therapy and Counseling,knowledge
29-1229.01,time management,3.75,Time Management,skill
29-1229.01,vitera healthcare solutions vitera intergy,3.0,Vitera Healthcare Solutions Vitera Intergy,tech
29-1229.01,word processing software,3.0,Word processing software,tech
29-1229.01,writing,4.12,Writing,skill
29-1229.01,wrshealth emr,3.0,WRSHealth EMR,tech
29-1229.02,active learning,4.12,Active Learning,skill
29-1229.02,active listening,4.12,Active Listening,skill
29-1229.02,billing software,3.0,Billing software,tech
29-1229.02,complex problem solving,4.12,Complex Problem Solving,skill
29-1229.02,computerized physician order entry cpoe software,3.0,Computerized physician order entry CPOE software,tech
29-1229.02,coordination,3.88,Coordination,skill
29-1229.02,critical thinking,4.12,Critical Thinking,skill
29-1229.02,electronic medical record emr software,3.0,Electronic medical record EMR software,tech
29-1229.02,email software,3.0,Email software,tech
29-1229.02,epic systems,3.0,Epic Systems,tech
29-1229.02,epocrates,3.0,Epocrates,tech
29-1229.02,global positioning system gps software,3.0,Global positioning system GPS software,tech
29-1229.02,instructing,3.25,Instructing,skill
29-1229.02,judgment and decision making,4.12,Judgment and Decision Making,skill
29-1229.02,learning strategies,3.25,Learning Strategies,skill
29-1229.02,management of personnel resources,3.0,Management of Personnel Resources,skill
29-1229.02,mathematics,3.0,Mathematics,skill
29-1229.02,mdeverywhere,3.0,MDeverywhere,tech
29-1229.02,medical decision support software,3.0,Medical decision support software,tech
29-1229.02,medical procedure coding software,3.0,Medical procedure coding software,tech
29-1229.02,medical reference software,3.0,Medical reference software,tech
29-1229.02,meditech software,3.0,MEDITECH software,tech
29-1229.02,microsoft excel,3.0,Microsoft Excel,tech
29-1229.02,microsoft office software,3.0,Microsoft Office software,tech
29-1229.02,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
29-1229.02,microsoft word,3.0,Microsoft Word,tech
29-1229.02,monitoring,4.0,Monitoring,skill
29-1229.02,negotiation,3.0,Negotiation,skill
29-1229.02,persuasion,3.25,Persuasion,skill
29-1229.02,reading comprehension,4.12,Reading Comprehension,skill
29-1229.02,science,3.38,Science,skill
29-1229.02,service orientation,4.0,Service Orientation,skill
29-1229.02,social perceptiveness,4.12,Social Perceptiveness,skill
29-1229.02,speaking,4.12,Speaking,skill
29-1229.02,systems analysis,3.12,Systems Analysis,skill
29-1229.02,systems evaluation,3.12,Systems Evaluation,skill
29-1229.02,time management,3.25,Time Management,skill
29-1229.02,voice recognition software,3.0,Voice recognition software,tech
29-1229.02,web browser software,3.0,Web browser software,tech
29-1229.02,writing,3.88,Writing,skill
29-1229.03,active learning,3.88,Active Learning,skill
29-1229.03,active listening,4.12,Active Listening,skill
29-1229.03,administration and management,3.85,Administration and Management,knowledge
29-1229.03,administrative,3.2,Administrative,knowledge
29-1229.03,allscripts pm,3.0,Allscripts PM,tech
29-1229.03,athenahealth athenacollector,3.0,athenahealth athenaCollector,tech
29-1229.03,automatic data processing advancedmd ehr,3.0,Automatic Data Processing AdvancedMD EHR,tech
29-1229.03,benchmark systems benchmark clinical ehr,3.0,Benchmark Systems Benchmark Clinical EHR,tech
29-1229.03,biology,4.75,Biology,knowledge
29-1229.03,bizmatics prognocis emr,3.0,Bizmatics PrognoCIS EMR,tech
29-1229.03,carecloud central,3.0,CareCloud Central,tech
29-1229.03,cerner powerworks practice management,3.0,Cerner PowerWorks Practice Management,tech
29-1229.03,chemistry,3.59,Chemistry,knowledge
29-1229.03,communications and media,2.81,Communications and Media,knowledge
29-1229.03,complex problem solving,4.0,Complex Problem Solving,skill
29-1229.03,computers and electronics,3.47,Computers and Electronics,knowledge
29-1229.03,coordination,3.38,Coordination,skill
29-1229.03,critical thinking,4.25,Critical Thinking,skill
29-1229.03,customer and personal service,3.7,Customer and Personal Service,knowledge
29-1229.03,eclinicalworks ehr software,3.0,eClinicalWorks EHR software,tech
29-1229.03,economics and accounting,3.19,Economics and Accounting,knowledge
29-1229.03,education and training,3.95,Education and Training,knowledge
29-1229.03,email software,3.0,Email software,tech
29-1229.03,english language,4.27,English Language,knowledge
29-1229.03,epic practice management,3.0,Epic Practice Management,tech
29-1229.03,epic systems,3.0,Epic Systems,tech
29-1229.03,foreign language,2.57,Foreign Language,knowledge
29-1229.03,galactek eclipse,3.0,GalacTek ECLIPSE,tech
29-1229.03,ge healthcare centricity practice solution,3.0,GE Healthcare Centricity Practice Solution,tech
29-1229.03,greenway medical technologies primesuite,3.0,Greenway Medical Technologies PrimeSUITE,tech
29-1229.03,healthfusion meditouch,3.0,HealthFusion MediTouch,tech
29-1229.03,henry schein medical systems micromd urology emr,3.0,Henry Schein Medical Systems MicroMD Urology EMR,tech
29-1229.03,instructing,3.12,Instructing,skill
29-1229.03,ios health systems medios ehr,3.0,IOS Health Systems Medios EHR,tech
29-1229.03,judgment and decision making,4.25,Judgment and Decision Making,skill
29-1229.03,kareo practice management,3.0,Kareo Practice Management,tech
29-1229.03,law and government,3.11,Law and Government,knowledge
29-1229.03,learning strategies,3.12,Learning Strategies,skill
29-1229.03,management of personnel resources,3.12,Management of Personnel Resources,skill
29-1229.03,mathematics,3.2,Mathematics,skill
29-1229.03,mckesson practice plus,3.0,McKesson Practice Plus,tech
29-1229.03,medicine and dentistry,5.0,Medicine and Dentistry,knowledge
29-1229.03,meditech software,3.0,MEDITECH software,tech
29-1229.03,meditwatch portaflow advanced,3.0,Meditwatch Portaflow Advanced,tech
29-1229.03,microsoft excel,3.0,Microsoft Excel,tech
29-1229.03,microsoft office software,3.0,Microsoft Office software,tech
29-1229.03,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
29-1229.03,microsoft word,3.0,Microsoft Word,tech
29-1229.03,modernizing medicine practice management,3.0,Modernizing Medicine Practice Management,tech
29-1229.03,monitoring,3.88,Monitoring,skill
29-1229.03,negotiation,2.88,Negotiation,skill
29-1229.03,nextech emr,3.0,Nextech EMR,tech
29-1229.03,nextgen healthcare nextgen practice management,3.0,NextGen Healthcare NextGen Practice Management,tech
29-1229.03,operations monitoring,3.0,Operations Monitoring,skill
29-1229.03,personnel and human resources,3.39,Personnel and Human Resources,knowledge
29-1229.03,persuasion,3.0,Persuasion,skill
29-1229.03,physics,2.63,Physics,knowledge
29-1229.03,production and processing,2.5,Production and Processing,knowledge
29-1229.03,psychology,3.75,Psychology,knowledge
29-1229.03,public safety and security,2.99,Public Safety and Security,knowledge
29-1229.03,quality control analysis,2.5,Quality Control Analysis,skill
29-1229.03,reading comprehension,4.38,Reading Comprehension,skill
29-1229.03,sales and marketing,2.73,Sales and Marketing,knowledge
29-1229.03,science,3.62,Science,skill
29-1229.03,service orientation,3.38,Service Orientation,skill
29-1229.03,simplifymd,3.0,simplifyMD,tech
29-1229.03,smugmug flickr,3.0,SmugMug Flickr,tech
29-1229.03,social perceptiveness,3.88,Social Perceptiveness,skill
29-1229.03,sociology and anthropology,3.07,Sociology and Anthropology,knowledge
29-1229.03,speaking,4.0,Speaking,skill
29-1229.03,systems analysis,3.5,Systems Analysis,skill
29-1229.03,systems evaluation,3.25,Systems Evaluation,skill
29-1229.03,telecommunications,3.11,Telecommunications,knowledge
29-1229.03,therapy and counseling,3.88,Therapy and Counseling,knowledge
29-1229.03,time management,3.62,Time Management,skill
29-1229.03,vitera healthcare solutions vitera intergy,3.0,Vitera Healthcare Solutions Vitera Intergy,tech
29-1229.03,writing,4.12,Writing,skill
29-1229.03,wrshealth emr,3.0,WRSHealth EMR,tech
29-1229.04,active learning,3.62,Active Learning,skill
29-1229.04,active listening,4.0,Active Listening,skill
29-1229.04,administration and management,3.47,Administration and Management,knowledge
29-1229.04,administrative,2.92,Administrative,knowledge
29-1229.04,allscripts pm,3.0,Allscripts PM,tech
29-1229.04,athenahealth athenacollector,3.0,athenahealth athenaCollector,tech
29-1229.04,automatic data processing advancedmd ehr,3.0,Automatic Data Processing AdvancedMD EHR,tech
29-1229.04,benchmark systems benchmark clinical ehr,3.0,Benchmark Systems Benchmark Clinical EHR,tech
29-1229.04,biodex medical systems biodex concussion manager,3.0,Biodex Medical Systems Biodex Concussion Manager,tech
29-1229.04,biology,4.65,Biology,knowledge
29-1229.04,bizmatics prognocis emr,3.0,Bizmatics PrognoCIS EMR,tech
29-1229.04,carecloud central,3.0,CareCloud Central,tech
