onet_code,skill_clean,importance,skill,source
51-6061.00,judgment and decision making,2.88,Judgment and Decision Making,skill
51-6061.00,linux,3.0,Linux,tech
51-6061.00,mathematics,2.5,Mathematics,skill
51-6061.00,microsoft excel,3.0,Microsoft Excel,tech
51-6061.00,microsoft office software,3.0,Microsoft Office software,tech
51-6061.00,microsoft outlook,3.0,Microsoft Outlook,tech
51-6061.00,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
51-6061.00,microsoft word,3.0,Microsoft Word,tech
51-6061.00,monitoring,3.0,Monitoring,skill
51-6061.00,operation and control,3.38,Operation and Control,skill
51-6061.00,operations monitoring,3.75,Operations Monitoring,skill
51-6061.00,production and processing,3.35,Production and Processing,knowledge
51-6061.00,public safety and security,2.62,Public Safety and Security,knowledge
51-6061.00,quality control analysis,2.88,Quality Control Analysis,skill
51-6061.00,reading comprehension,2.88,Reading Comprehension,skill
51-6061.00,repairing,2.5,Repairing,skill
51-6061.00,sap software,3.0,SAP software,tech
51-6061.00,social perceptiveness,2.62,Social Perceptiveness,skill
51-6061.00,speaking,2.88,Speaking,skill
51-6061.00,time management,3.0,Time Management,skill
51-6061.00,troubleshooting,2.62,Troubleshooting,skill
51-6061.00,writing,2.5,Writing,skill
51-6062.00,active learning,2.5,Active Learning,skill
51-6062.00,active listening,3.0,Active Listening,skill
51-6062.00,autodesk autocad,3.0,Autodesk AutoCAD,tech
51-6062.00,complex problem solving,2.75,Complex Problem Solving,skill
51-6062.00,coordination,3.0,Coordination,skill
51-6062.00,critical thinking,2.88,Critical Thinking,skill
51-6062.00,english language,2.6,English Language,knowledge
51-6062.00,equipment maintenance,3.0,Equipment Maintenance,skill
51-6062.00,equipment selection,2.5,Equipment Selection,skill
51-6062.00,haisen software system,3.0,HAISEN SoftWare System,tech
51-6062.00,judgment and decision making,2.88,Judgment and Decision Making,skill
51-6062.00,mathematics,2.87,Mathematics,knowledge
51-6062.00,mechanical,2.82,Mechanical,knowledge
51-6062.00,microsoft excel,3.0,Microsoft Excel,tech
51-6062.00,microsoft office software,3.0,Microsoft Office software,tech
51-6062.00,microsoft outlook,3.0,Microsoft Outlook,tech
51-6062.00,microsoft windows,3.0,Microsoft Windows,tech
51-6062.00,microsoft word,3.0,Microsoft Word,tech
51-6062.00,monitoring,3.12,Monitoring,skill
51-6062.00,operation and control,3.38,Operation and Control,skill
51-6062.00,operations monitoring,3.75,Operations Monitoring,skill
51-6062.00,production and processing,3.28,Production and Processing,knowledge
51-6062.00,quality control analysis,3.12,Quality Control Analysis,skill
51-6062.00,reading comprehension,2.75,Reading Comprehension,skill
51-6062.00,repairing,3.0,Repairing,skill
51-6062.00,sap software,3.0,SAP software,tech
51-6062.00,social perceptiveness,2.5,Social Perceptiveness,skill
51-6062.00,speaking,3.0,Speaking,skill
51-6062.00,time management,2.88,Time Management,skill
51-6062.00,troubleshooting,3.0,Troubleshooting,skill
51-6062.00,writing,2.62,Writing,skill
51-6063.00,active listening,3.0,Active Listening,skill
51-6063.00,complex problem solving,2.5,Complex Problem Solving,skill
51-6063.00,computer aided manufacturing cam software,3.0,Computer aided manufacturing CAM software,tech
51-6063.00,critical thinking,2.88,Critical Thinking,skill
51-6063.00,education and training,2.63,Education and Training,knowledge
51-6063.00,english language,3.17,English Language,knowledge
51-6063.00,equipment maintenance,2.5,Equipment Maintenance,skill
51-6063.00,judgment and decision making,2.5,Judgment and Decision Making,skill
51-6063.00,mechanical,2.99,Mechanical,knowledge
51-6063.00,microsoft excel,3.0,Microsoft Excel,tech
51-6063.00,microsoft office software,3.0,Microsoft Office software,tech
51-6063.00,microsoft outlook,3.0,Microsoft Outlook,tech
51-6063.00,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
51-6063.00,microsoft word,3.0,Microsoft Word,tech
51-6063.00,monitoring,3.12,Monitoring,skill
51-6063.00,operation and control,3.0,Operation and Control,skill
51-6063.00,operations monitoring,3.38,Operations Monitoring,skill
51-6063.00,production and processing,3.39,Production and Processing,knowledge
51-6063.00,public safety and security,2.64,Public Safety and Security,knowledge
51-6063.00,quality control analysis,2.88,Quality Control Analysis,skill
51-6063.00,reading comprehension,2.75,Reading Comprehension,skill
51-6063.00,speaking,2.88,Speaking,skill
51-6063.00,time management,2.62,Time Management,skill
51-6063.00,troubleshooting,2.5,Troubleshooting,skill
51-6064.00,active listening,3.0,Active Listening,skill
51-6064.00,administration and management,3.13,Administration and Management,knowledge
51-6064.00,complex problem solving,2.5,Complex Problem Solving,skill
51-6064.00,computer aided manufacturing cam software,3.0,Computer aided manufacturing CAM software,tech
51-6064.00,coordination,2.62,Coordination,skill
51-6064.00,critical thinking,3.0,Critical Thinking,skill
51-6064.00,customer and personal service,2.75,Customer and Personal Service,knowledge
51-6064.00,english language,2.74,English Language,knowledge
51-6064.00,equipment maintenance,2.62,Equipment Maintenance,skill
51-6064.00,judgment and decision making,2.62,Judgment and Decision Making,skill
51-6064.00,mathematics,2.68,Mathematics,knowledge
51-6064.00,mechanical,3.07,Mechanical,knowledge
51-6064.00,microsoft excel,3.0,Microsoft Excel,tech
51-6064.00,microsoft office software,3.0,Microsoft Office software,tech
51-6064.00,microsoft outlook,3.0,Microsoft Outlook,tech
51-6064.00,microsoft word,3.0,Microsoft Word,tech
51-6064.00,monitoring,3.0,Monitoring,skill
51-6064.00,operation and control,3.5,Operation and Control,skill
51-6064.00,operations monitoring,3.62,Operations Monitoring,skill
51-6064.00,personnel and human resources,2.82,Personnel and Human Resources,knowledge
51-6064.00,production and processing,3.45,Production and Processing,knowledge
51-6064.00,public safety and security,3.05,Public Safety and Security,knowledge
51-6064.00,quality control analysis,3.12,Quality Control Analysis,skill
51-6064.00,reading comprehension,2.5,Reading Comprehension,skill
51-6064.00,repairing,2.5,Repairing,skill
51-6064.00,social perceptiveness,2.5,Social Perceptiveness,skill
51-6064.00,speaking,3.12,Speaking,skill
51-6064.00,time management,2.5,Time Management,skill
51-6064.00,troubleshooting,2.88,Troubleshooting,skill
51-6091.00,active learning,2.75,Active Learning,skill
51-6091.00,active listening,3.0,Active Listening,skill
51-6091.00,administration and management,2.76,Administration and Management,knowledge
51-6091.00,apache hadoop yarn,3.0,Apache Hadoop YARN,tech
51-6091.00,camstar manufacturing execution system mes,3.0,Camstar Manufacturing Execution System MES,tech
51-6091.00,complex problem solving,3.0,Complex Problem Solving,skill
51-6091.00,computers and electronics,2.61,Computers and Electronics,knowledge
51-6091.00,coordination,3.0,Coordination,skill
51-6091.00,critical thinking,2.88,Critical Thinking,skill
51-6091.00,customer and personal service,2.84,Customer and Personal Service,knowledge
51-6091.00,education and training,3.11,Education and Training,knowledge
51-6091.00,english language,3.23,English Language,knowledge
51-6091.00,equipment maintenance,2.62,Equipment Maintenance,skill
51-6091.00,equipment selection,2.62,Equipment Selection,skill
51-6091.00,judgment and decision making,3.0,Judgment and Decision Making,skill
51-6091.00,mathematics,3.12,Mathematics,knowledge
51-6091.00,mechanical,3.07,Mechanical,knowledge
51-6091.00,microsoft excel,3.0,Microsoft Excel,tech
51-6091.00,microsoft office software,3.0,Microsoft Office software,tech
51-6091.00,microsoft outlook,3.0,Microsoft Outlook,tech
51-6091.00,microsoft word,3.0,Microsoft Word,tech
51-6091.00,monitoring,3.5,Monitoring,skill
51-6091.00,operation and control,3.75,Operation and Control,skill
51-6091.00,operational databases,3.0,Operational databases,tech
51-6091.00,operations monitoring,4.0,Operations Monitoring,skill
51-6091.00,production and processing,3.68,Production and Processing,knowledge
51-6091.00,public safety and security,2.7,Public Safety and Security,knowledge
51-6091.00,quality control analysis,3.0,Quality Control Analysis,skill
51-6091.00,reading comprehension,2.88,Reading Comprehension,skill
51-6091.00,repairing,2.88,Repairing,skill
51-6091.00,sap software,3.0,SAP software,tech
51-6091.00,social perceptiveness,2.62,Social Perceptiveness,skill
51-6091.00,speaking,3.0,Speaking,skill
51-6091.00,statistical process control spc software,3.0,Statistical process control SPC software,tech
51-6091.00,time management,3.0,Time Management,skill
51-6091.00,troubleshooting,2.88,Troubleshooting,skill
51-6091.00,writing,2.62,Writing,skill
51-6092.00,active learning,3.12,Active Learning,skill
51-6092.00,active listening,3.38,Active Listening,skill
51-6092.00,administration and management,2.83,Administration and Management,knowledge
51-6092.00,administrative,2.65,Administrative,knowledge
51-6092.00,adobe creative cloud software,3.0,Adobe Creative Cloud software,tech
51-6092.00,adobe illustrator,3.0,Adobe Illustrator,tech
51-6092.00,adobe indesign,3.0,Adobe InDesign,tech
51-6092.00,adobe photoshop,3.0,Adobe Photoshop,tech
51-6092.00,autodesk autocad,3.0,Autodesk AutoCAD,tech
51-6092.00,complex problem solving,3.0,Complex Problem Solving,skill
51-6092.00,computers and electronics,2.89,Computers and Electronics,knowledge
51-6092.00,coordination,2.88,Coordination,skill
51-6092.00,critical thinking,3.75,Critical Thinking,skill
51-6092.00,design,4.2,Design,knowledge
51-6092.00,education and training,3.38,Education and Training,knowledge
51-6092.00,engineering and technology,2.9,Engineering and Technology,knowledge
51-6092.00,english language,3.91,English Language,knowledge
51-6092.00,gerber technology accumark,3.0,Gerber Technology AccuMark,tech
51-6092.00,instructing,2.88,Instructing,skill
51-6092.00,judgment and decision making,3.25,Judgment and Decision Making,skill
51-6092.00,learning strategies,3.0,Learning Strategies,skill
51-6092.00,mathematics,3.97,Mathematics,skill
51-6092.00,mechanical,2.78,Mechanical,knowledge
51-6092.00,microsoft excel,3.0,Microsoft Excel,tech
51-6092.00,microsoft office software,3.0,Microsoft Office software,tech
51-6092.00,microsoft outlook,3.0,Microsoft Outlook,tech
51-6092.00,microsoft word,3.0,Microsoft Word,tech
51-6092.00,monitoring,3.12,Monitoring,skill
51-6092.00,negotiation,2.5,Negotiation,skill
51-6092.00,operation and control,2.5,Operation and Control,skill
51-6092.00,operations analysis,2.88,Operations Analysis,skill
51-6092.00,operations monitoring,3.0,Operations Monitoring,skill
51-6092.00,patternmaker,3.0,PatternMaker,tech
51-6092.00,persuasion,2.62,Persuasion,skill
51-6092.00,production and processing,3.86,Production and Processing,knowledge
51-6092.00,quality control analysis,3.12,Quality Control Analysis,skill
51-6092.00,reading comprehension,3.12,Reading Comprehension,skill
51-6092.00,service orientation,2.88,Service Orientation,skill
51-6092.00,social perceptiveness,2.88,Social Perceptiveness,skill
51-6092.00,speaking,3.12,Speaking,skill
51-6092.00,systems analysis,2.75,Systems Analysis,skill
51-6092.00,systems evaluation,2.75,Systems Evaluation,skill
51-6092.00,time management,3.25,Time Management,skill
51-6092.00,writing,3.0,Writing,skill
51-6093.00,active learning,3.0,Active Learning,skill
51-6093.00,active listening,3.0,Active Listening,skill
51-6093.00,autodesk autocad,3.0,Autodesk AutoCAD,tech
51-6093.00,complex problem solving,3.0,Complex Problem Solving,skill
51-6093.00,coordination,2.75,Coordination,skill
51-6093.00,critical thinking,3.5,Critical Thinking,skill
51-6093.00,customer and personal service,2.86,Customer and Personal Service,knowledge
51-6093.00,design,3.02,Design,knowledge
51-6093.00,education and training,2.73,Education and Training,knowledge
51-6093.00,enterprise resource planning erp software,3.0,Enterprise resource planning ERP software,tech
51-6093.00,equipment selection,2.62,Equipment Selection,skill
51-6093.00,instructing,2.5,Instructing,skill
51-6093.00,intuit quickbooks,3.0,Intuit QuickBooks,tech
51-6093.00,judgment and decision making,3.0,Judgment and Decision Making,skill
51-6093.00,learning strategies,2.75,Learning Strategies,skill
51-6093.00,libreoffice draw,3.0,LibreOffice Draw,tech
51-6093.00,mathematics,2.64,Mathematics,skill
51-6093.00,mechanical,2.78,Mechanical,knowledge
51-6093.00,microsoft excel,3.0,Microsoft Excel,tech
51-6093.00,microsoft office software,3.0,Microsoft Office software,tech
51-6093.00,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
51-6093.00,microsoft windows,3.0,Microsoft Windows,tech
51-6093.00,microsoft word,3.0,Microsoft Word,tech
51-6093.00,monitoring,3.0,Monitoring,skill
51-6093.00,operation and control,2.75,Operation and Control,skill
51-6093.00,operations monitoring,2.88,Operations Monitoring,skill
51-6093.00,persuasion,2.5,Persuasion,skill
51-6093.00,production and processing,3.07,Production and Processing,knowledge
51-6093.00,quality control analysis,2.75,Quality Control Analysis,skill
51-6093.00,reading comprehension,3.12,Reading Comprehension,skill
51-6093.00,repairing,2.5,Repairing,skill
51-6093.00,service orientation,2.88,Service Orientation,skill
51-6093.00,social perceptiveness,2.88,Social Perceptiveness,skill
51-6093.00,speaking,3.0,Speaking,skill
51-6093.00,time management,3.0,Time Management,skill
51-6093.00,writing,2.62,Writing,skill
51-7011.00,active learning,2.75,Active Learning,skill
51-7011.00,active listening,2.88,Active Listening,skill
51-7011.00,autodesk autocad,3.0,Autodesk AutoCAD,tech
51-7011.00,building and construction,3.82,Building and Construction,knowledge
51-7011.00,complex problem solving,2.88,Complex Problem Solving,skill
51-7011.00,computer aided design cad software,3.0,Computer aided design CAD software,tech
51-7011.00,computer estimation software,3.0,Computer estimation software,tech
51-7011.00,computerized maintenance management system cmms,3.0,Computerized maintenance management system CMMS,tech
51-7011.00,coordination,2.75,Coordination,skill
51-7011.00,critical thinking,3.0,Critical Thinking,skill
51-7011.00,design,3.43,Design,knowledge
51-7011.00,engineering and technology,3.05,Engineering and Technology,knowledge
51-7011.00,equipment maintenance,2.88,Equipment Maintenance,skill
51-7011.00,equipment selection,3.0,Equipment Selection,skill
51-7011.00,judgment and decision making,3.0,Judgment and Decision Making,skill
51-7011.00,management of personnel resources,2.5,Management of Personnel Resources,skill
51-7011.00,mathematics,4.21,Mathematics,skill
51-7011.00,mechanical,3.44,Mechanical,knowledge
51-7011.00,microsoft excel,3.0,Microsoft Excel,tech
